id,category,sub_category,material,color,occasion,brand,title,,fit,sleeve_length,neck,waist_rise,closure,print_or_pattern_type,shape,length,collar,preprocessed_product_details
106944,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",roadster,the lifestyle co women wide leg highrise jeans,,wide leg,,,highrise,,,,regular,,dark shade fade navy blue jeans wide leg highrise clean look stretchable pockets length regular
106945,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",roadster,the lifestyle co women wide leg stretchable jeans,,wide leg,,,midrise,,,,regular,,light shade fade blue jeans wide leg midrise clean look stretchable pocket length regular
106946,women,jeans,cotton,black,"Informal gatherings, Everyday wear",showoff,wide leg fit acid wash highraise stretchable jeans,,wide leg,,,midrise,,,,cropped,,dark shade fade black jeans wide leg midrise brand fit jean clean look stretchable acid wash pocket length cropped
106947,women,jeans,cotton,white,"Informal gatherings, Everyday wear",showoff,women jean highrise bootcut stretchable slit jeans,,bootcut,,,highrise,,,,cropped,,light shade fade white jeans bootcut highrise brand fit jean clean look stretchable pockets length cropped
106948,women,jeans,elastane,blue,"Informal gatherings, Everyday wear",showoff,women blue bootcut mildly distressed light fade stretchable jeans,,bootcut,,,midrise,,,,cropped,,medium shade light fade blue jeans bootcut midrise mildly distressed stretchable pocket length cropped
106949,women,jeans,,blue,"Informal gatherings, Everyday wear",showoff,women blue highrise jeans,,mom fit,,,highrise,,,,cropped,,dark shade fade blue jeans mom fit highrise clean look non stretchable pocket length cropped
106950,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women blue light fade stretchable jeans,,regular fit,,,midrise,,,,cropped,,light shade light fade blue jeans regular fit midrise clean look stretchable pocket length cropped
106951,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women blue skinny fit stretchable jeans,,skinny fit,,,midrise,,,,regular,,light shade fade blue jeans skinny fit midrise clean look stretchable pocket length regular
106952,women,jeans,,blue,"Informal gatherings, Everyday wear",showoff,women blue wide leg highrise light fade jeans,,wide leg,,,highrise,,,,cropped,,medium shade light fade blue jeans wide leg highrise clean look non stretchable pocket length cropped
106953,women,jeans,,blue,"Informal gatherings, Everyday wear",showoff,women blue wide leg highrise stretchable jeans,,wide leg,,,highrise,,,,cropped,,medium shade fade blue jeans wide leg highrise clean look stretchable pocket length cropped
106954,women,jeans,elastane,,"Informal gatherings, Everyday wear",showoff,women charcoal slim fit highrise mildly distressed stretchable jeans,,slim fit,,,highrise,,,,cropped,,dark shade fade charcoal jeans slim fit highrise mildly distressed stretchable pocket length cropped
106955,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women clean look midrise wide leg jeans,,wide leg,,,midrise,,,,cropped,,coloured shade fade brown jeans wide leg midrise clean look stretchable pocket length cropped
106956,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women comfort flared midrise stretchable jeans,,flared,,,midrise,,,,regular,,dark shade fade navy blue jeans flared midrise brand fit comfort clean look stretchable pocket length regular
106957,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women flared mildly distressed light fade acid wash stretchable jeans,,bootcut,,,midrise,,,,cropped,,light shade light fade blue jeans flared midrise mildly distressed stretchable acid wash pocket length cropped
106958,women,jeans,,grey,"Informal gatherings, Everyday wear",showoff,women grey wide leg highrise jeans,,wide leg,,,highrise,,,,cropped,,dark shade fade grey jeans wide leg highrise clean look non stretchable pocket length cropped
106959,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women highrise cotton jeans,,regular fit,,,highrise,,,,cropped,,coloured shade fade sea green jeans regular fit highrise brand fit jean clean look non stretchable acid wash pocket length cropped
106960,women,jeans,cotton,grey,"Informal gatherings, Everyday wear",showoff,women jean bootcut light fade highrise clean look stretchable jeans,,bootcut,,,midrise,,,,cropped,,dark shade light fade grey jeans bootcut midrise brand fit jean clean look stretchable pocket length cropped
106961,women,jeans,cotton,grey,"Informal gatherings, Everyday wear",showoff,women jean clean look cotton straight fit jeans,,straight fit,,,midrise,,,,cropped,,medium shade fade grey jeans straight fit midrise brand fit jean non stretchable pocket length cropped
106962,women,jeans,cotton,white,"Informal gatherings, Everyday wear",showoff,women jean high rise clean look stretchable jeans,,regular fit,,,highrise,,,,cropped,,light shade white jeans regular fit highrise brand fit jean clean look stretchable pocket length cropped
106963,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women jean midrise heavy fade whiskers  chevrons clean look stretchable jeans,,regular fit,,,midrise,,,,regular,,light shade heavy fade blue jeans regular fit midrise brand fit jean clean look stretchable whiskers chevrons detail pockets length reular without belt loops button zip closure
106964,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women jean slim fit clean look frayed denim acid wash stretchable jeans,,slim fit,,,midrise,,,,cropped,,medium shade blue jeans slim fit midrise brand fit jean clean look stretchable acid wash pockets length cropped
106965,women,jeans,cotton,black,"Informal gatherings, Everyday wear",showoff,women jean slim fit clean look midrise stretchable jeans,,slim fit,,,midrise,,,,regular,,dark shade fade black jeans slim fit midrise brand fit jean clean look stretchable pocket length regular
106966,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women jean straight fit clean look midrise stretchable jeans,,straight fit,,,midrise,,,,regular,,coloured shade fade rust jeans straight fit midrise brand fit jean clean look stretchable pocket length regular
106967,women,jeans,cotton,,"Informal gatherings, Everyday wear",showoff,women jean straight fit light fade acid wash clean look jeans,,straight fit,,,midrise,,,,regular,,dark shade light fade charcoal jeans straight fit midrise brand fit jean clean look non stretchable acid wash pocket length regular
106968,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women jean straight fit non stretchable cotton jeans,,straight fit,,,midrise,,,,cropped,,coloured shade olive green jeans straight fit midrise brand fit jean clean look non stretchable pocket length cropped
106969,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women mid rise jean clean look heavy fade stretchable jeans,,regular fit,,,midrise,,,,cropped,,medium shade heavy fade blue jeans regular fit midrise brand fit jean clean look stretchable pocket length cropped
106970,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women midrise jean light fade acid wash heavy fade stretchable jeans,,regular fit,,,midrise,,,,cropped,,coloured shade light fade grey jeans regular fit midrise brand fit jean clean look stretchable acid wash pocket length cropped
106971,women,jeans,cotton,black,"Informal gatherings, Everyday wear",showoff,women mid rise slim fit clean look stretchable jeans,,slim fit,,,midrise,,,,cropped,,dark shade fade black jeans slim fit midrise clean look stretchable pocket length cropped
106972,women,jeans,elastane,blue,"Informal gatherings, Everyday wear",showoff,women navy blue relaxed fit highrise light fade stretchable jeans,,relaxed fit,,,highrise,,,,cropped,,dark shade light fade navy blue jeans relaxed fit highrise clean look stretchable pocket length cropped
106973,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women navy blue wide leg highrise jeans,,wide leg,,,highrise,,,,cropped,,dark shade fade navy blue jeans wide leg highrise clean look non stretchable pocket length cropped
106974,women,jeans,cotton,grey,"Informal gatherings, Everyday wear",showoff,women relaxed fit highrise cotton jeans,,relaxed fit,,,highrise,,,,cropped,,light shade fade grey jeans relaxed fit highrise clean look non stretchable pocket length cropped
106975,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women wide leg acid wash jeans,,wide leg,,,midrise,,,,cropped,,coloured shade fade olive green jeans wide leg midrise clean look non stretchable acid wash pocket length cropped
106976,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women wide leg clean look acid wash jeans,,wide leg,,,midrise,,,,regular,,dark shade fade navy blue jeans wide leg midrise clean look non stretchable acid wash pocket length regular
106977,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women wide leg clean look cargo jeans,,wide leg,,,midrise,,,,regular,,light shade fade blue jeans wide leg midrise clean look non stretchable pocket length regular
106978,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women wide leg clean look jeans,,wide leg,,,midrise,,,,regular,,coloured shade fade burgundy jeans wide leg midrise clean look non stretchable length regular
106979,women,jeans,cotton,red,"Informal gatherings, Everyday wear",showoff,women wide leg fit clean look acid wash stretchable jeans,,wide leg,,,midrise,,,,cropped,,coloured shade fade orange jeans wide leg midrise clean look stretchable acid wash pocket length cropped
106980,women,jeans,cotton,,"Informal gatherings, Everyday wear",showoff,women wide leg highrise cropped stretchable jeans,,wide leg,,,highrise,,,,cropped,,light shade fade jeans wide leg highrise clean look stretchable pocket length cropped
106981,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women wide leg highrise mildly distressed light fade acid wash stretchable jeans,,wide leg,,,highrise,,,,cropped,,medium shade light fade blue jeans wide leg highrise mildly distressed stretchable acid wash pocket length cropped
106982,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",showoff,women wide leg light fade stretchable cargo jeans,,wide leg,,,midrise,,,,regular,,medium shade light fade blue cargo jeans wide leg midrise clean look stretchable pocket length regular
106983,women,jeans,cotton,brown,"Informal gatherings, Everyday wear",showoff,women wide leg midrise clean look acid wash jeans,,wide leg,,,midrise,,,,regular,,dark shade fade coffee brown jeans wide leg midrise clean look non stretchable acid wash pocket length regular
106985,women,jeans,polyester,red,"Informal gatherings, Everyday wear",stylecast x revolte,women flared light fade jeans,,flared,,,midrise,,,,regular,,medium shade light fade blue jeans flared midrise clean look non stretchable pocket length regular
106986,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,plus size women straight fit jeans,,straight fit,,,midrise,,,,cropped,,light shade fade jeans straight fit midrise clean look non stretchable na pocket length cropped
106987,women,jeans,cotton,red,"Informal gatherings, Everyday wear",trendyol,women black bootcut highrise stretchable jeans,,bootcut,,,highrise,,,,regular,,dark shade fade black jeans flared highrise clean look stretchable pocket length regular
106988,women,jeans,cotton,red,"Informal gatherings, Everyday wear",trendyol,women blue flared highrise light fade stretchable jeans,,flared,,,highrise,,,,regular,,medium shade light fade blue jeans flared highrise clean look stretchable pocket length regular
106989,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women blue solid wide leg highrise pure cotton jeans,,wide leg,,,highrise,,,,regular,,light shade fade blue jeans wide leg highrise clean look non stretchable pocket length regular
106990,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women bootcut heavy fade jeans,,bootcut,,,midrise,,,,regular,,light shade heavy fade jeans bootcut midrise slash knee non stretchable na pocket length regular
106991,women,jeans,cotton,red,"Informal gatherings, Everyday wear",trendyol,women bootcut high waist stretchable jeans,,bootcut,,,highrise,,,,regular,,dark shade fade black jeans flared fit highrise clean look stretchable pocket length regular
106992,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women bootcut mid rise cotton jeans,,bootcut,,,midrise,,,,regular,,medium shade fade blue jeans bootcut midrise clean look stretchable pockets length regular
106993,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women clean look cotton jeans,,regular fit,,,midrise,,,,regular,,blue jeans regular fit midrise clean look non stretchable pocket
106994,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women clean look highrise non stretchable regular fit jeans,,regular fit,,,highrise,,,,regular,,dark shade fade navy blue jeans regular fit highrise clean look non stretchable pocket length regular
106995,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women clean look high rise pure cotton jeans,,regular fit,,,highrise,,,,regular,,light shade light fade jeans regular fit highrise clean look non stretchable length regular
106996,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women clean look light fade pure cotton jeans,,regular fit,,,midrise,,,,regular,,medium shade light fade blue jeans regular fit midrise clean look non stretchable pockets length regular
106997,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women clean look light fade pure cotton jeans,,regular fit,,,highrise,,,,regular,,dark shade light fade jeans regular fit midrise clean look non stretchable pocket length regular
106998,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women clean look midrise pure cotton jeans,,regular fit,,,midrise,,,,regular,,light shade heavy fade jeans regular fit midrise clean look non stretchable length regular
106999,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women high rise heavy fade stretchable jeans,,regular fit,,,highrise,,,,regular,,light shade heavy fade jeans regular fit highrise clean look stretchable pocket length regular
107000,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women highrise stretchable heavy fade jeans,,regular fit,,,highrise,,,,regular,,light shade heavy fade blue jeans regular fit highrise clean look stretchable pockets length regular
107001,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women highwaist flare stretchable jeans,,flared,,,highrise,,,,regular,,dark shade fade jeans flare fit highrise clean look stretchable pocket length regular
107002,women,jeans,cotton,white,"Informal gatherings, Everyday wear",trendyol,women jeans,,regular fit,,,midrise,,,,cropped,,light shade fade white jeans regular fit midrise clean look non stretchable pocket length cropped
107003,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women light fade clean look pure cotton jeans,,regular fit,,,midrise,,,,regular,,medium shade light fade blue jeans regular fit midrise clean look non stretchable pocket length regular whiskers chevrons effect button zip closure
107004,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women light fade stretchable bootcut jeans,,bootcut,,,midrise,,,,regular,,light shade light fade jeans bootcut midrise clean look stretchable pocket length regular
107005,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women low distress heavy fade jeans,,regular fit,,,midrise,,,,cropped,,light shade heavy fade jeans regular fit midrise low distress non stretchable na pocket length cropped
107006,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women midrise clean look jeans,,regular fit,,,midrise,,,,regular,,blue dark shade fade jeans regular fit midrise clean look stretchable pocket length regular closure button zip
107007,women,jeans,cotton,black,"Informal gatherings, Everyday wear",trendyol,women midrise clean look light fade pure cotton jeans,,regular fit,,,midrise,,,,regular,,dark shade light fade black jeans regular fit midrise clean look non stretchable pocket length regular
107008,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women midrise clean look light fade pure cotton jeans,,regular fit,,,midrise,,,,regular,,medium shade light fade blue jeans regular fit midrise clean look non stretchable pocket length regular
107009,women,jeans,cotton,black,"Informal gatherings, Everyday wear",trendyol,women midrise clean look pure cotton jeans,,regular fit,,,midrise,,,,regular,,dark shade fade black jeans regular fit midrise clean look non stretchable pocket length regular
107010,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women mid rise pure cotton light fade jeans,,regular fit,,,midrise,,,,regular,,medium shade light fade blue jeans regular fit midrise clean look non stretchable pocket length regular
107011,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women midrise straight fit heavy fade stretchable jeans,,straight fit,,,midrise,,,,regular,,medium shade heavy fade blue jeans straight fit midrise clean look stretchable pocket length regular
107012,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women mildly distressed light fade jeans,,regular fit,,,midrise,,,,regular,,medium shade light fade jeans regular fit midrise mildly distressed non stretchable na pocket length regular
107013,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women navy blue bootcut highrise stretchable jeans,,bootcut,,,highrise,,,,regular,,dark shade fade navy blue jeans bootcut highrise clean look stretchable pocket length regular
107014,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",trendyol,women plus size blue jeans,,regular fit,,,midrise,,,,cropped,,medium shade fade blue jeans regular fit midrise clean look non stretchable pocket length cropped
107015,women,jeans,cotton,black,"Informal gatherings, Everyday wear",trendyol,women plus size midrise clean look stretchable jeans,,regular fit,,,midrise,,,,regular,,shade dark black jeans regular fit midrise clean look non stretchable pocket
107016,women,jeans,polyester,red,"Informal gatherings, Everyday wear",trendyol,women printed clean look jeans,,regular fit,,,midrise,,,,regular,,coloured shade fade jeans regular fit midrise low distress non stretchable na pocket length cropped
107017,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women pure cotton mildly distressed light fade midrise jeans,,regular fit,,,midrise,,,,cropped,,medium shade light fade jeans regular fit midrise mildly distressed non stretchable pocket length cropped
107018,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women pure cotton straight fit highrise light fade jeans,,straight fit,,,highrise,,,,regular,,medium shade light fade jeans regular fit highrise clean look non stretchable pocket length regular
107019,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women regular fit heavy fade jeans,,regular fit,,,midrise,,,,cropped,,light shade heavy fade jeans regular fit midrise mildly distressed non stretchable na pocket length cropped
107020,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women regular fit light fade highrise jeans,,regular fit,,,highrise,,,,regular,,medium shade light fade jeans regular fit highrise clean look non stretchable na pocket length regular
107021,women,jeans,cotton,red,"Informal gatherings, Everyday wear",trendyol,women slash knee jeans,,regular fit,,,midrise,,,,cropped,,coloured shade fade jeans regular fit midrise slash knee non stretchable na pocket length cropped
107022,women,jeans,cotton,,"Informal gatherings, Everyday wear",trendyol,women slash knee light fade jeans,,regular fit,,,midrise,,,,cropped,,dark shade light fade jeans regular fit midrise slash knee non stretchable na pocket length cropped
107023,women,jeans,cotton,red,"Informal gatherings, Everyday wear",trendyol,women solid highly distressed jeans,,regular fit,,,midrise,,,,cropped,,coloured shade fade jeans regular fit midrise highly distressed non stretchable pocket length cropped
107024,women,jeans,cotton,black,"Informal gatherings, Everyday wear",vero moda,women mom fit highrise stretchable jeans,,mom fit,,,highrise,,,,regular,,dark shade fade black jeans mom fit highrise clean look stretchable pocket length regular
107025,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",vero moda,women straight fit highrise light fade stretchable jeans,,straight fit,,,highrise,,,,regular,,medium shade light fade blue jeans straight fit highrise clean look stretchable pocket length regular
107026,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",virgio,women denim regular length solid trouser,,wide leg,,,highrise,,,,regular,,blue elasticated waist wide leg denims featuring straight fit hem crafted cotton denims are sustainable ecofriendly
107027,women,jeans,cotton,blue,"Informal gatherings, Everyday wear",virgio,women jeans,,regular fit,,,midrise,,,,regular,,dark shade fade blue jeans regular fit midrise clean look non stretchable pocket length regular
107028,women,playsuit,cotton,black,"Summer events, Casual outings",20dresses,black  pink printed cotton jumpsuit,,,short sleeves,shirt collar,,,,,,,black pink printed playsuit has shirt collar short sleeves pockets
107029,women,playsuit,rayon,blue,"Summer events, Casual outings",20dresses,blue printed vneck playsuit,,,long sleeves,vneck,,zip,,,,,blue printed playsuit waist tieups has vneck long sleeves pockets
107030,women,playsuit,viscose,red,"Summer events, Casual outings",20dresses,textured vneck playsuit,,,sleeveless,vneck,,,,,,,peachcoloured solid basic playsuit waist tieups has vneck sleeveless
107031,women,playsuit,polyester,blue,"Summer events, Casual outings",20dresses,floral printed flared sleeves gathered detail playsuit,,,short sleeves,vneck,,concealed zip,,,,,black pink blue floral printed playsuit has vneck short sleeves
107032,women,playsuit,polyester,,"Summer events, Casual outings",20dresses,floral printed notched collar jumpsuit,,,short sleeves,shirt collar,,zip,,,,,women printed playsuit waist tieups has shirt collar short sleeves pockets
107033,women,playsuit,viscose,red,"Summer events, Casual outings",20dresses,floral printed sweetheart with ruffles playsuit,,,sleeveless,sweetheart neck,,,,,,,white peachcoloured printed playsuit ruffles has sweetheart neck sleeveless pockets
107034,women,playsuit,polyester,,"Summer events, Casual outings",20dresses,off floral printed jumpsuit,,,three-quarter sleeves,shirt collar,,button,,,,,printed playsuit has shirt collar threequarter sleeves pockets
107035,women,playsuit,polyester,red,"Summer events, Casual outings",20dresses,peachcoloured shawl neck playsuit,,,sleeveless,shawl neck,,,,,,,peachcoloured solid playsuit has shawl neck sleeveless
107036,women,playsuit,polyester,brown,"Summer events, Casual outings",20dresses,plus size women brown solid jumpsuit,,,long sleeves,shirt collar,,button,,,,,brown solid playsuit has shirt collar long sleeves pockets
107037,women,playsuit,polyester,red,"Summer events, Casual outings",20dresses,red  beige printed jumpsuit,,,short sleeves,vneck,,concealed zip,,,,,red beige printed playsuit has vneck short sleeves pockets
107038,women,playsuit,polyester,lavender,"Summer events, Casual outings",20dresses,rust  lavender shawl neck printed jumpsuit,,,three-quarter sleeves,shawl neck,,zip,,,,,rust lavender printed playsuit has shawl neck threequarter sleeves pockets
107039,women,playsuit,polyester,black,"Summer events, Casual outings",20dresses,shawl neck jumpsuit,,,,shawl neck,,zip,,,,,black solid playsuit has shawl neck short sleeves pockets
107040,women,playsuit,polyester,black,"Summer events, Casual outings",20dresses,shoulder strap playsuit,,,sleeveless,shoulder straps,,button,,,,,black solid playsuit has shoulder straps sleeveless
107041,women,playsuit,rayon,black,"Summer events, Casual outings",20dresses,white  black printed shirt collar playsuit with belt,,,short sleeves,shirt collar,,zip,,,,,white black printed playsuit has shirt collar short sleeves pockets
107042,women,playsuit,viscose,black,"Summer events, Casual outings",20dresses,women black  white striped jumpsuit,,,sleeveless,shoulder straps,,concealed zip,,,,,black white striped playsuit has shoulder straps sleeveless pockets
107043,women,playsuit,polyester,blue,"Summer events, Casual outings",20dresses,women blue  white strapless printed jumpsuit,,,sleeveless,strapless,,,,,,,blue white printed playsuit has strapless sleeveless pockets
107044,women,playsuit,satin,brown,"Summer events, Casual outings",20dresses,women brown jumpsuit,,,long sleeves,shirt collar,,button,,,,,brown solid playsuit has shirt collar long sleeves pockets
107045,women,playsuit,polyester,pink,"Summer events, Casual outings",20dresses,women pretty pink printed playsuit,,,long sleeves,vneck,,concealed zip,,,,,pretty pink shade printed pattern round neck long sleeves polyester machine wash
107046,women,playsuit,cotton,green,"Summer events, Casual outings",20dresses,women printed jumpsuit,,,,vneck,,zip,,,,,green printed playsuit has vneck threequarter sleeves pockets
107047,women,playsuit,cotton,blue,"Summer events, Casual outings",20dresses,women printed shirt collar jumpsuit,,,,shirt collar,,button,,,,,blue white printed playsuit has shirt collar short sleeves pockets
107048,women,playsuit,polyester,black,"Summer events, Casual outings",all about you,women printed jumpsuit,,,,shoulder straps,,,,,,,white black printed playsuit has shoulder straps sleeveless
107049,women,playsuit,polyester,black,"Summer events, Casual outings",all about you,women solid sleeveless halter neck jumpsuit,,,,halter neck,,,,,,,black solid playsuit has halter neck sleeveless na pockets
107050,women,playsuit,polyester,white,"Summer events, Casual outings",all about you,women vneck jumpsuit,,,,vneck,,,,,,,white solid playsuit has vneck short sleeves pockets
107051,women,playsuit,polyester,red,"Summer events, Casual outings",anouk,women playsuit floral printed waist tieups jumpsuit,,,,shirt collar,,zip,,,,,peachcoloured rust printed playsuit waist tieups has shirt collar threequarter sleeves pockets
107052,women,playsuit,polyester,red,"Summer events, Casual outings",anouk,women printed shirt collar waist tieups playsuit jumpsuit,,,,shirt collar,,zip,,,,,creamcoloured rust printed playsuit waist tieups has shirt collar threequarter sleeves pockets
107053,women,playsuit,polyester,blue,"Summer events, Casual outings",anouk,womens abstract printed playsuit jumpsuit,,,,shirt collar,,button,,,,,turquoise blue printed playsuit waist tieups has shirt collar threequarter sleeves pockets
107054,women,playsuit,polyester,blue,"Summer events, Casual outings",anvi be yourself,navy blue  black printed jumpsuit,,,short sleeves,round neck,,,,,,,navy blue black printed playsuit has round neck short sleeves pockets
107055,women,playsuit,polyester,pink,"Summer events, Casual outings",anvi be yourself,orange  pink printed jumpsuit,,,short sleeves,offshoulder,,,,,,,orange pink printed playsuit has offshoulder short sleeves
107056,women,playsuit,polyester,white,"Summer events, Casual outings",anvi be yourself,white offshoulder printed jumpsuit,,,short sleeves,offshoulder,,,,,,,white printed playsuit has offshoulder short sleeves pockets
107057,women,playsuit,only,green,"Summer events, Casual outings",arya giri,modal printed jumpsuit,,,sleeveless,shirt collar,,,,,,,green printed playsuit has shirt collar sleeveless na pockets
107058,women,playsuit,modal,orange,"Summer events, Casual outings",arya giri,women modal shirt collar playsuit,,,,shirt collar,,,,,,,orange solid playsuit has shirt collar sleeveless pockets
107059,women,playsuit,modal,beige,"Summer events, Casual outings",arya giri,women shoulder straps jumpsuit,,,long sleeves,shoulder straps,,,,,,,beige solid playsuit has round neck long sleeves
107060,women,playsuit,polyester,black,"Summer events, Casual outings",athena,black jumpsuit with drawstring,,,long sleeves,round neck,,zip,,,,,black solid playsuit waist tieups has round neck long sleeves pockets
107061,women,playsuit,polyester,black,"Summer events, Casual outings",athena,black jumpsuit with waist cutout detail,,,short sleeves,round neck,,zip,,,,,black solid playsuit has round neck short sleeves pockets
107062,women,playsuit,linenh,blue,"Summer events, Casual outings",athena,blue  white linen printed jumpsuit,,,,shirt collar,,zip,,,,,blue white printed playsuit has shirt collar short sleeves
107063,women,playsuit,polyester,blue,"Summer events, Casual outings",athena,blue shirt collar front cutout party playsuit,,,three-quarter sleeves,shirt collar,,zip,,,,,blue solid playsuit has shirt collar threequarter sleeves pockets
107064,women,playsuit,linenh,red,"Summer events, Casual outings",athena,creamcoloured  teal linen printed jumpsuit,,,three-quarter sleeves,shirt collar,,zip,,,,,creamcoloured teal printed playsuit has shirt collar threequarter sleeves
107065,women,playsuit,polyester,,"Summer events, Casual outings",athena,fuchsia shirt collar embellished cutout playsuit,,,long sleeves,shirt collar,,concealed zip,,,,,fuchsia solid playsuit has shirt collar long sleeves pockets cutout detail
107066,women,playsuit,linenh,green,"Summer events, Casual outings",athena,green  white linen printed jumpsuit,,,,shirt collar,,zip,,,,,green white printed playsuit has shirt collar short sleeves
107067,women,playsuit,polyester,green,"Summer events, Casual outings",athena,green jumpsuit with drawstring,,,long sleeves,round neck,,zip,,,,,green solid playsuit waist tieups has round neck long sleeves pockets
107068,women,playsuit,polyester,green,"Summer events, Casual outings",athena,lime green jumpsuit with waist cutout detail,,,short sleeves,round neck,,zip,,,,,lime green solid playsuit has round neck short sleeves pockets
107069,women,playsuit,polyester,red,"Summer events, Casual outings",athena,peachcoloured floral print playsuit,,,short sleeves,vneck,,hook,,,,,peachcoloured floral print playsuit ruffles has vneck short sleeves two pockets
107070,women,playsuit,polyester,pink,"Summer events, Casual outings",athena,pink shirt collar front cutout party playsuit,,,three-quarter sleeves,shirt collar,,concealed zip,,,,,pink solid playsuit has shirt collar threequarter sleeves pockets
107071,women,playsuit,polyester,red,"Summer events, Casual outings",athena,red shirt collar front cutout party playsuit,,,three-quarter sleeves,shirt collar,,zip,,,,,red solid playsuit has shirt collar threequarter sleeves pockets
107072,women,playsuit,polyester,pink,"Summer events, Casual outings",athena,women pretty pink sleek jumpsuit,,,long sleeves,round neck,,zip,,,,,pretty pink shade alluring solid pattern playsuit long sleeves polyester machine wash
107073,women,playsuit,polyester,green,"Summer events, Casual outings",berrylush,abstract printed vneck playsuit,,,,vneck,,button,,,,,pink green printed playsuit has vneck threequarter sleeves
107074,women,playsuit,polyester,beige,"Summer events, Casual outings",berrylush,beige  orange floral printed vneck playsuit,,,short sleeves,vneck,,,,,,,beige orange printed playsuit waist tieups has vneck short sleeves
107075,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,black cherry printed shoulder straps sleeveless tieup layered playsuit,,,sleeveless,shoulder straps,,,,,,,black red blue cherry printed playsuit has shoulder straps sleeveless cut tie detail
107076,women,playsuit,polyester,black,"Summer events, Casual outings",berrylush,black solid notched lapel neck jumpsuit,,,sleeveless,shawl neck,,,,,,,black solid playsuit has notched lapel neck sleeveless pockets
107077,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,floral printed layered playsuit,,,,shoulder straps,,concealed zip,,,,,white blue printed playsuit layered has shoulder straps sleeveless
107078,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,floral printed vneck flared sleeve waist tie up playsuit,,,short sleeves,vneck,,button,,,,,green brown white printed playsuit waist tieups has vneck short flared sleeves
107079,women,playsuit,polyester,,"Summer events, Casual outings",berrylush,jumpsuit,,,sleeveless,shoulder straps,,,,,,,burgundy solid playsuit waist tieups has shoulder straps sleeveless na pockets
107080,women,playsuit,cotton,brown,"Summer events, Casual outings",berrylush,jumpsuit,,,sleeveless,shirt collar,,,,,,,brown solid playsuit waist tieups has shirt collar sleeveless na pockets
